source,symbol,company,isin,industry,desc,announced_at,attachment_text,pdf_url,is_order_win,order_value_inr,counterparty_type
NSE-equities,AMBER,Amber Enterprises India Limited,INE371P01015,,Updates,2024-01-25 07:16:02,"Amber Enterprises India Limited has informed the Exchange regarding 'Execution of binding definitive agreements amongst, Sidwal Refrigeration Industries Private Limited, the wholly owned material subsidiary of Amber Enterprises India Limited and Titagarh Rail Systems Limited (formerly Titagarh Wagons Limited) and its Promoter, for undertaking investment by Sidwal & TRSL in Shivaliks Mercantile Private Limited, an existing company within the meaning of Companies Act 2013, which will become a Joint Venture   Special Purpose Vehicle Company.'.",https://nsearchives.nseindia.com/corporate/AMBER_25012024071602_Amber.pdf,False,,unclear
NSE-equities,SHILPAMED,Shilpa Medicare Limited,INE790G01023,Pharmaceuticals,Updates,2024-01-24 19:15:18,"Shilpa Medicare Limited has informed the Exchange regarding 'Intimation under Regulation 30 read with Schedule III of SEBI (LODR) Regulations, 2015'.we hereby wish to inform you that in the matter of Arbitration between Shilpa Medicare Limited ( the Company  or  SML ) and Celltrion, INC (""Claimant"") towards supply and distribution agreement, an award has been passed by an Arbitral Tribunal consisting of Sole Arbitrator on January 22, 2024, which has been received on January 23, 2024.",https://nsearchives.nseindia.com/corporate/SHILPAMED_24012024191518_SML.pdf,False,,unclear
NSE-equities,DHANUKA,Dhanuka Agritech Limited,INE435G01025,Pesticides And Agrochemicals,Updates,2024-01-24 18:54:20,"Dhanuka Agritech Limited has informed the Exchange regarding 'Intimation of signing of Letter of Intent by Dhanuka Agritech Limited ( the Company ) with an Overseas Entity named Kimitec Group, Spain.'.",https://nsearchives.nseindia.com/corporate/DHANUKA_24012024185420_Regulation30final.pdf,False,,unclear
NSE-equities,SAMMAANCAP,Sammaan Capital Limited,INE148I01020,,Updates,2024-01-24 18:06:16,"Indiabulls Housing Finance Limited has informed the Exchange regarding 'Pursuant to Regulations 30 and 57 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby certify that our Company has made timely payment of interest in respect of the following Secured Redeemable Non-convertible Debentures (NCDs), issued by our Company, through Public Issue, and listed on the Stock Exchange'.",https://nsearchives.nseindia.com/corporate/IBULHSGFIN_24012024180616_IHFL_Exchange_intimation_57_24012024.pdf,False,,unclear
NSE-equities,JSLL,Jeena Sikho Lifecare Limited,INE0J5801011,,Updates,2024-01-24 18:00:40,Jeena Sikho Lifecare Limited has informed the Exchange regarding 'Empanelment of Ayurveda Panchkarma Hospital with Niva Bupa Health Insurance for providing cashless Ayurveda Panchkarma Treatment.',https://nsearchives.nseindia.com/corporate/JSLL_24012024180040_Update.pdf,False,,unclear
NSE-equities,MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01012,,Updates,2024-01-24 16:54:28,"Mazagon Dock Shipbuilders Limited has informed the Exchange regarding 'Signing of a contract with the Acquisition Wing of Ministry of Defence for construction and delivery of 14 Fast Patrol Vessels for Indian Coast Guard on January 24, 2024'.",https://nsearchives.nseindia.com/corporate/MAZDOCK_24012024165428_ContractforConstructionandDeliveryof14FPVsforICG24012024Signed.pdf,True,,govt
NSE-equities,SHRADHA,Shradha Realty Limited,INE715Y01015,,Updates,2024-01-24 16:28:51,Shradha Infraprojects Limited has informed the Exchange regarding 'Execution of Leave And License Agreement between Shradha Infraprojects Limited (the Licensor) and Physicswallah Private Limited (the Licensee).'.,https://nsearchives.nseindia.com/corporate/SHRADHA_24012024162851_Updatereg30p.pdf,False,,unclear
NSE-equities,KAMATHOTEL,Kamat Hotels (I) Limited,INE967C01018,Hotels,Updates,2024-01-24 13:58:33,"Kamat Hotels (I) Limited has informed the Exchange regarding 'Kamat Hotels (India) Limited (KHIL), through its wholly owned subsidiary Mahodadhi Palace Private Limited (MPPL) has signed a Joint Development Agreement (JDA)'.",https://nsearchives.nseindia.com/corporate/KAMATHOTEL_24012024135833_KHIL_JDAbetweenConstrictandMPPL24jan2024.pdf,False,,unclear
NSE-equities,TRU,TruCap Finance Limited,INE615R01029,,Allotment of Securities,2024-01-24 11:52:09,"TruCap Finance Limited has informed the Exchange regarding allotment of 4000 Secured, Rated, Listed, Redeemable, Non-Convertible Debentures having face value of Rs. 1,00,000/- each at its Finance Committee Meeting held on January 24, 2024.",https://nsearchives.nseindia.com/corporate/TRU_24012024115209_Outcome.pdf,False,,unclear
NSE-equities,POWERINDIA,Hitachi Energy India Limited,INE07Y701011,,Press Release,2024-01-23 21:14:58,"Hitachi Energy India Limited has informed the Exchange regarding a press release dated January 23, 2024, titled ""Hitachi Energy India Limited announces Q3FY24 results:  Order execution, navigating external supply chain risks drive revenue growth"".",https://nsearchives.nseindia.com/corporate/POWERINDIA_23012024211458_Outcome.pdf,False,,unclear
NSE-equities,AKASH,Akash Infra Projects Limited,INE737W01013,,Updates,2024-01-23 18:38:57,Akash Infra Projects Limited has informed the Exchange regarding 'Receipt of Work order'.,https://nsearchives.nseindia.com/corporate/AKASH_23012024183857_Akash.pdf,True,,unclear
NSE-equities,SALASAR,Salasar Techno Engineering Limited,INE170V01019,,Press Release,2024-01-23 17:50:19,"Salasar Techno Engineering Limited has informed the Exchange regarding a press release dated January 23, 2024, titled ""Status of Salasar Techno Engineering Ltd. s Railway and Power Sector PSUs Orders"".",https://nsearchives.nseindia.com/corporate/SALASAR_23012024175019_STEL_Press_Release_23012024.pdf,False,,unclear
NSE-equities,GVPIL,GE Power India Limited,INE878A01011,,Updates,2024-01-23 15:13:06,GE Power India Limited has informed the Exchange regarding 'Bagged/received order'.,https://nsearchives.nseindia.com/corporate/GEPIL_23012024151306_uploadjan24.pdf,True,,unclear
NSE-equities,AMBER,Amber Enterprises India Limited,INE371P01015,,Press Release,2024-01-23 14:56:43,"Amber Enterprises India Limited has informed the Exchange regarding a press release dated January 23, 2024, titled ""PRESS RELEASE DATED 23 JANUARY 2024, ON MOU ENTERED WITH SOUTH KOREA S KOREA CIRCUIT, A YOUNGPOONG GROUP CO., THROUGH ITS RECENT VENTURE ASCENT CIRCUITS, FOR MANUFACTURING OF FLEX, HDI & SEMICONDUCTOR SUBSTRATES PCBS IN INDIA"".",https://nsearchives.nseindia.com/corporate/AMBER_23012024145643_MOU.pdf,False,,unclear
NSE-equities,ASHOKA,Ashoka Buildcon Limited,INE442H01011,Construction,Updates,2024-01-23 12:51:36,Ashoka Buildcon Limited has informed the Exchange regarding 'Receipt of Letter of Acceptance (LoA)'.,https://nsearchives.nseindia.com/corporate/ASHOKA_23012024125136_335_ABL_BSE_NSE_Announcement_CIDCO_LOA.pdf,True,,unclear
NSE-equities,OPTIEMUS,Optiemus Infracom Limited,INE350C01017,,Updates,2024-01-23 11:34:32,"Optiemus Infracom Limited has informed the Exchange regarding 'Disclosure under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015: Non-binding Investment Facilitation Agreement with the Government of Tamil Nadu by Bharat Innovative Glass Technologies Private Limited, a Subsidiary Company'.",https://nsearchives.nseindia.com/corporate/OPTIEMUS_23012024113432_OILIntimationForNonBindingAgreement23012024.pdf,False,,unclear
NSE-equities,VASCONEQ,Vascon Engineers Limited,INE893I01013,Construction,Updates,2024-01-23 11:03:00,Vascon Engineers Limited has informed the Exchange regarding 'Receipt of Letter of Award from Capgemini Technology Services India Ltd. of Rs. 416.00 Crores'.,https://nsearchives.nseindia.com/corporate/VASCONEQ_23012024110300_IntimationtoSE.pdf,True,4160000000.0,private
NSE-equities,INTELLECT,Intellect Design Arena Limited,INE306R01017,,Press Release,2024-01-23 10:50:36,"Intellect Design Arena Limited has informed the Exchange regarding a press release dated January 23, 2024, titled ""Destiny Deal Win: Media Release - Intellect Global Transaction Banking and Cr��dit Agricole CIB forge a strategic partnership for Cash Pooling Digital Transformation"".",https://nsearchives.nseindia.com/corporate/INTELLECT_23012024105036_PR23012024.pdf,False,,unclear
NSE-equities,LT,Larsen & Toubro Limited,INE018A01030,Engineering,Press Release,2024-01-23 10:12:34,"Larsen & Toubro Limited has informed the Exchange regarding a press release dated January 23, 2024, titled ""L&T Heavy Engineering Wins Multiple Orders(Significant*)"".",https://nsearchives.nseindia.com/corporate/LT_23012024101234_PressRelease23012024.pdf,True,,unclear
NSE-equities,SHRIRAMFIN,Shriram Finance Limited,INE721A01013,,Updates,2024-01-22 22:55:08,Shriram Finance Limited has informed the Exchange regarding 'Allotment of Senior Secured Notes '.,https://nsearchives.nseindia.com/corporate/SHRIRAMFIN_22012024225508_BSENSEDisclosureofAllotmentofNotes.pdf,False,,unclear
NSE-equities,MEDPLUS,Medplus Health Services Limited,INE804L01022,,Updates,2024-01-22 19:18:23,"Medplus Health Services Limited has informed the Exchange regarding 'Intimation under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015: One of our subsidiary companies has received orders from the Assistant Director, Drug control Administration. Detailed disclosure is enclosed.'",https://nsearchives.nseindia.com/corporate/MEDPLUS_22012024191823_IntimationunderR30_22012024.pdf,False,,unclear
NSE-equities,HFCL,HFCL Limited,INE548A01028,Telecommunication - Equipment,Updates,2024-01-22 19:09:34,"HFCL Limited has informed the Exchange regarding 'Filing of Application by Wireless Advisor, Wireless Planning and Coordination, a wing of Ministry of Communication, Government of India ( WPC ) against the Arbitral Award dated September 29, 2023 passed in favour of HFCL Limited ( Company/ HFCL ) amounting to Rs.72.34 Crores ( Award )'.",https://nsearchives.nseindia.com/corporate/HFCL_22012024190934_HFCL_STX_WPC_22012024.pdf,False,,unclear
NSE-equities,RUSTOMJEE,Keystone Realtors Limited,INE263M01029,,Press Release,2024-01-22 18:45:51,"Keystone Realtors Limited has informed the Exchange regarding a press release dated January 22, 2024, titled ""Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( SEBI LODR )   Receipt of Letter of Intent for redevelopment of Veena Nagar CHS Ltd & NeelKamal Ghruh CHS Ltd"".",https://nsearchives.nseindia.com/corporate/RUSTOMJEE_22012024184551_Project_Veena.pdf,True,,private
NSE-equities,3IINFOLTD,3i Infotech Limited,INE748C01038,,Updates,2024-01-22 17:48:29,3i Infotech Limited has informed the Exchange regarding 'Business Update   Award of work order by Concept Communications on behalf of Bharat Petroleum Corporation Limited '.,https://nsearchives.nseindia.com/corporate/3IINFOLTD_22012024174829_BPCLIntimationSEBI.pdf,True,,govt
NSE-equities,LEMONTREE,Lemon Tree Hotels Limited,INE970X01018,,Updates,2024-01-22 17:24:42,"Lemon Tree Hotels Limited has informed the Exchange regarding 'Signing of Franchise Agreement- Keys Select by Lemon Tree Hotels, Anjar (Gujrat)'.",https://nsearchives.nseindia.com/corporate/LEMONTREE_22012024172442_LTHL_Disclosure_Ajnar_Gujrat.pdf,False,,unclear
NSE-equities,GVPIL,GE Power India Limited,INE878A01011,,Updates,2024-01-22 16:58:11,GE Power India Limited has informed the Exchange regarding 'Bagged/ received order'.,https://nsearchives.nseindia.com/corporate/GEPIL_22012024165811_IntimationregardingAwardofContractF1.pdf,True,,unclear
NSE-equities,RPGLIFE,RPG Life Sciences Limited,INE105J01010,Pharmaceuticals,Updates,2024-01-22 16:37:45,"Pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 and SEBI Circular dated July 13, 2023, details of an Order received from GST Authority, Maharashtra are enclosed herewith.",https://nsearchives.nseindia.com/corporate/RPGLIFE_22012024163745_IntimationunderReg30_220123.pdf,False,,unclear
NSE-equities,ELECON,Elecon Engineering Company Limited,INE205B01023,Engineering,Updates,2024-01-22 15:12:36,Elecon Engineering Company Limited has informed the Exchange regarding 'Bagging / Receiving of orders/ contracts'.,https://nsearchives.nseindia.com/corporate/ELECON_22012024151236_Reg30ReceiptOrder22012024.pdf,True,,unclear
NSE-equities,TICL,Twamev Construction and Infrastructure Limited,INE388G01026,,Updates,2024-01-22 11:30:25,"Tantia Constructions Limited has informed the Exchange regarding 'Tantia Constructions Limited has received an order amounting to Rs. 7,39,74,233.12/- (Rupees Seven Crore Thirty Nine Lakhs Seventy Four Thousand Two Hundred and Thirty Three only) from Government of Tripura, Office of the Executive Engineer,  PWD (R&B), Kailashahar Division, Kailashahar, Unakoti, Tripura against a contract work for  Construction of 07 (Seven) nos residential quarters for Judicial Officers at various grade [ Grade III-4 Nos. (Two Block-4 units- Double storied) Grade II-3 nos(One block-3- Double storied] at Kailashahar, Unakoti Dictrict, Tripura/ SH Building portion including internal water supply, sanitary installation, sewage, Drainage works, underground tank, Boundary wall and Internal Electrification  works  received by the Company on 22nd January, 2024.'.",https://nsearchives.nseindia.com/corporate/TCLCONS_22012024113025_Order_update.pdf,True,73974233.0,govt
NSE-equities,SAMMAANCAP,Sammaan Capital Limited,INE148I01020,,Updates,2024-01-20 21:58:16,"Indiabulls Housing Finance Limited has informed the Exchange regarding 'Pursuant to Regulations 30 and 57 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby certify that our Company has made timely payment of interest in respect of the following Secured Redeemable Non-convertible Debentures, issued by our Company, through Public Issue, and listed on the Stock Exchange.For details, refer attachment.'.",https://nsearchives.nseindia.com/corporate/IBULHSGFIN_20012024215816_IHFL_Exchange_intimation_57_20012024.pdf,False,,unclear
NSE-equities,ANSALAPI,Ansal Properties & Infrastructure Limited,INE436A01026,Construction,Corporate Insolvency Resolution Process,2024-01-20 15:52:57,"Ansal Properties & Infrastructure Limited has informed the Exchange that Hon ble National Company Law Tribunal, New Delhi Bench-II vide its order dated the 10.01.2024 has replaced Shri Ashwani Kumar Singla, the Resolution Professional of  Fernhill project  situated at Gurgaon of the Company with Shri Jalesh Kumar Grover.",https://nsearchives.nseindia.com/corporate/ANSALAPI_20012024155257_Intimation_RP_Replacement_20012024.pdf,False,,unclear
NSE-equities,MANYAVAR,Vedant Fashions Limited,INE825V01034,,Updates,2024-01-20 15:08:32,"Vedant Fashions Limited has informed the Exchange regarding 'Receipt Of Orders U/S 250 Of Income Tax Act, 1961 From The Office Of The Commissioner Of Income Tax, Appeal, Kolkata'.",https://nsearchives.nseindia.com/corporate/MANYAVAR_20012024150833_SE.pdf,False,,unclear
NSE-equities,RITES,RITES Limited,INE320J01015,,Updates,2024-01-20 12:19:18,RITES Limited has informed the Exchange regarding 'RITES has been declared top scorer (H-1) bidder and eligible for award of work as Project Management Consultancy (PMC) for the construction of various infrastructure works at IIT- Bhubaneswar to be undertaken under EPC mode III'.,https://nsearchives.nseindia.com/corporate/RITES_20012024121918_SIGNEDFINALINTIMATION.pdf,False,,unclear
NSE-equities,ALICON,Alicon Castalloy Limited,INE062D01024,Auto Ancillaries,Memorandum of Understanding/Agreements,2024-01-20 08:52:01,Alicon Castalloy Limited has informed the Exchange about Memorandum of Understanding/Agreements,https://nsearchives.nseindia.com/corporate/ALICON_20012024085201_Reg_30_Announcement_Solar_Power.pdf,False,,unclear
NSE-equities,CURATECH,Cura Technologies Limited,INE117B01012,Computers - Software,Suspension of Trading,2024-01-20 00:14:27,"CURATECH: Members of the Exchange are hereby informed that the trading in Equity Shares of Cura Technologies Limited shall remain to be suspended w.e.f. January 31, 2024, on account of Reduction of Share Capital pursuant to NCLT order.",-,False,,unclear
NSE-equities,SABTN,Sri Adhikari Brothers Television Network Limited,INE416A01036,Media & Entertainment,Suspension of Trading,2024-01-20 00:14:07,"SABTN: Members of the Exchange are hereby informed that the trading in Equity Shares of Sri Adhikari Brothers Television Network Limited shall remain to be suspended w.e.f. January 24, 2024, on account of Reduction of Share Capital pursuant to NCLT order.",-,False,,unclear
NSE-equities,TVTODAY,TV Today Network Limited,INE038F01029,Media & Entertainment,Updates,2024-01-19 22:10:09,"TV Today Network Limited has informed the Exchange regarding 'Pursuant to provisions of Regulation 30 of the SEBI (Listing Obligation and Disclosure Requirements) Regulation, 2015 (Listing Regulations) read with SEBI Circular dated July 13, 2023, we hereby submit the disclosure regarding the order passed by Office of the Commissioner of Central GST Audit, Delhi-1The details required under Regulation 30 of Listing regulations are enclosed herewith. Any further update in this connection will be submitted to the Stock Exchanges in due course. You are requested to kindly take the same on your records.",https://nsearchives.nseindia.com/corporate/TVTODAY_19012024221009_STXIntimation19012024.pdf,False,,unclear
NSE-equities,SAMMAANCAP,Sammaan Capital Limited,INE148I01020,,Updates,2024-01-19 20:07:11,"Indiabulls Housing Finance Limited has informed the Exchange regarding 'Pursuant to Regulations 30 and 57 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby certify that our Company has made timely payment of interest in respect of the following Secured Redeemable Non-convertible Debentures and Unsecured Redeemable Non-Convertible Debentures (NCDs), issued by our Company, through Public Issue, and listed on the Stock Exchange.For details, refer attachment.'.",https://nsearchives.nseindia.com/corporate/IBULHSGFIN_19012024200711_IHFL_Exchange_intimation_57_19012024.pdf,False,,unclear
NSE-equities,KPIGREEN,KPI Green Energy Limited,INE542W01017,,Updates,2024-01-19 19:22:16,KPI Green Energy Limited has informed the Exchange regarding 'receiving  of new order of 5.60 MW Solar Power Plant under CPP  Segment '.,https://nsearchives.nseindia.com/corporate/KPIGREEN_19012024192216_46_KPI_Shree_Varudi_CPP_19012024_signed.pdf,True,,unclear
NSE-equities,LEXUS,Lexus Granito (India) Limited,INE500X01013,,Clarification,2024-01-19 19:00:30,"LEXUS:The Exchange has sought clarification from Lexus Granito (India) Limited with respect to announcement dated 17-Jan-2024, regarding Lexus Granito (India) Limited has informed the Exchange regarding 'Intimation of Notice of National Financial Reporting Authority (NFRA) '."". On basis of above the Company is required to clarify following:��1. Complete details of the NFRA Order along with the copy of the order as required under Regulation 30(13) of SEBI LODR.2. Complete details as per subpara 20 of Para A Part A of Schedule III of SEBI LODR.3. Reason for delay in disclosure.The response of the Company is awaited.",-,False,,unclear
NSE-equities,RICOAUTO,Rico Auto Industries Limited,INE209B01025,Auto Ancillaries,Updates,2024-01-19 17:57:58,"Rico Auto Industries Limited has informed the Exchange regarding 'the Company through its 100% Subsidiary AAN  Engineering Industries Limited, signs Licensing Agreement for Transfer of Technology (TOT) with Terminal Ballistics Research Laboratory (TBRL), DRDO; for  Baffle Range System .'.",https://nsearchives.nseindia.com/corporate/RICOAUTO_19012024175758_Regulation30.pdf,False,,unclear
NSE-equities,HFCL,HFCL Limited,INE548A01028,Telecommunication - Equipment,Press Release,2024-01-19 17:17:12,"HFCL Limited has informed the Exchange regarding a press release dated January 19, 2024, titled ""HFCL Limited bags Purchase Order aggregating to INR 623 Crores for supply of 5G Telecom Networking Equipment "".",https://nsearchives.nseindia.com/corporate/HFCL_19012024171712_HFCL_STX_Intimation_PO.pdf,True,6230000000.0,unclear
NSE-equities,HFCL,HFCL Limited,INE548A01028,Telecommunication - Equipment,Updates,2024-01-19 17:14:40,HFCL Limited has informed the Exchange regarding 'HFCL Limited bags Purchase Order aggregating to INR 623 Crores for supply of 5G Telecom Networking Equipment '.,https://nsearchives.nseindia.com/corporate/HFCL_19012024171440_HFCL_STX_Intimation_PO.pdf,True,6230000000.0,unclear
NSE-equities,PAYTM,One 97 Communications Limited,INE982J01020,,Updates,2024-01-19 17:00:01,One 97 Communications Limited has informed the Exchange regarding 'Award of Order'.,https://nsearchives.nseindia.com/corporate/PAYTM_19012024170001_Reg30OutcomeofBoardMeetingOthers.pdf,True,,unclear
NSE-equities,DIACABS,Diamond Power Infrastructure Limited,INE989C01020,,Updates,2024-01-19 16:47:45,Diamond Power Infrastructure Limited has informed the Exchange regarding 'Announcement in respect of Letter of Intent received from Adani Green Energy Limited'.,https://nsearchives.nseindia.com/corporate/DIACABS_19012024164745_announcement.pdf,True,,private
NSE-equities,SURYAROSNI,Surya Roshni Limited,INE335A01012,Steel And Steel Products,Updates,2024-01-19 14:48:43,Surya Roshni Limited has informed the Exchange regarding 'Received order of Rs. 52.96 crores from HPCL'.,https://nsearchives.nseindia.com/corporate/SURYAROSNI_19012024144843_Receipt_Order_19012024.pdf,True,529600000.0,govt
NSE-equities,ROTO,Roto Pumps Limited,INE535D01029,,Updates,2024-01-19 11:36:57,Roto Pumps Limited has informed the Exchange regarding 'Award Intimation'.,https://nsearchives.nseindia.com/corporate/ROTO_19012024113657_Intimation_of_Award_19012024.pdf,True,,unclear
NSE-equities,ALIVUS,Alivus Life Sciences Limited,INE03Q201024,,Press Release,2024-01-19 09:47:28,"Glenmark Life Sciences Limited has informed the Exchange regarding a press release dated January 19, 2024, titled ""Glenmark Life Sciences Signs Master Supply Agreement with a leading Japanese innovator pharmaceutical company"".",https://nsearchives.nseindia.com/corporate/GLS_19012024094728_BSE_NSE_Press_Release_190124_Signed.pdf,False,,unclear
NSE-equities,ZYDUSLIFE,Zydus Lifesciences Limited,INE010B01027,,Press Release,2024-01-19 07:58:17,"Zydus Lifesciences Limited has informed the Exchange regarding a press release dated January 19, 2024, titled ""Zydus and Synthonenter into an exclusive licensing and supply agreement for Palbociclib Tablets (genericversion of IBRANCE��) for the US market"".",https://nsearchives.nseindia.com/corporate/ZYDUSLIFE_19012024075817_PressRelease19012024.pdf,False,,unclear
NSE-equities,LYKALABS,Lyka Labs Limited,INE933A01014,Pharmaceuticals,Shareholders meeting,2024-01-18 20:31:39,Notice of the meeting of the unsecured creditors to be held as per the Order of the Hon ble National Company Law Tribunal.,https://nsearchives.nseindia.com/corporate/LYKALABS_18012024203139_IntimationofNoticeofmeetingofunsecuredcreditors.pdf,False,,unclear
NSE-equities,LYKALABS,Lyka Labs Limited,INE933A01014,Pharmaceuticals,Shareholders meeting,2024-01-18 20:20:44,Notice of the meeting of the secured creditors to be held as per the Order of the Hon ble National Company Law Tribunal.,https://nsearchives.nseindia.com/corporate/LYKALABS_18012024202044_NoticeoftheMeetingSecuredCreditors.pdf,False,,unclear
NSE-equities,LYKALABS,Lyka Labs Limited,INE933A01014,Pharmaceuticals,Shareholders meeting,2024-01-18 19:57:55,Notice of the meeting of the preference shareholders to be held as per the Order of the Hon ble National Company Law Tribunal.,https://nsearchives.nseindia.com/corporate/LYKALABS_18012024195755_IntimationofNoticeofmeetingPreferenceShareholders.pdf,False,,unclear
NSE-equities,CHOICEIN,Choice International Limited,INE102B01014,,Press Release,2024-01-18 19:17:21,"Choice International Limited has informed the Exchange regarding a press release dated January 18, 2024, titled ""We are glad to announce that our wholly owned Subsidiary M/s. Choice Consultancy Services Private Limited has been awarded work order worth Rs. 17 Crores for digitalizing Primary Agricultural Credit Societies (PACS) across the state of Maharashtra."".",https://nsearchives.nseindia.com/corporate/CHOICEIN_18012024191721_upload.pdf,True,170000000.0,govt
NSE-equities,LTF,L&T Finance Limited,INE498L01015,,Allotment of Securities,2024-01-18 19:04:39,"L&T Finance Holdings Limited has informed the Exchange regarding allotment of 15000 Listed, Secured, Rated, Redeemable, Non-Convertible Debentures on January 18, 2024 on private placement basis.",https://nsearchives.nseindia.com/corporate/L&TFH_18012024190439_NSEBSEINTIMATION.pdf,False,,unclear
NSE-equities,EMSLIMITED,EMS Limited,INE0OV601013,,Updates,2024-01-18 19:01:26,Ems Limited has informed the Exchange regarding 'EMS Limited - Lowest Bidder (L-1) in tender at Vikas Nagar Dehradun Uttarakhand'.,https://nsearchives.nseindia.com/corporate/EMSLIMITED_18012024190126_Letter.pdf,False,,unclear
NSE-equities,CYIENTDLM,Cyient DLM Limited,INE055S01018,,Press Release,2024-01-18 15:13:57,"Cyient Dlm Limited has informed the Exchange regarding a press release dated January 18, 2024, titled ""Cyient DLM Honoured withNational Export Excellence Award 2024"".",https://nsearchives.nseindia.com/corporate/CYIENTDLM_18012024151357_Press_Release_18jan_signed.pdf,False,,unclear
NSE-equities,ELGIRUBCO,Elgi Rubber Company Limited,INE819L01012,Tyres,Updates,2024-01-18 14:53:44,Elgi Rubber Company Limited has informed the Exchange regarding 'Intimation under Regulation 30 regarding receipt of Order from Hon'ble High Court of Kerala at Ernakulam in relation to the matter under Legal Metrology Act 2009'.,https://nsearchives.nseindia.com/corporate/ELGIRUBCO_18012024145344_ELGIRUBCO_NSE_INTIMATION_HIGHCOURT_ORDER.pdf,False,,unclear
NSE-equities,SWSOLAR,Sterling and Wilson Renewable Energy Limited,INE00M201021,,Press Release,2024-01-18 13:45:27,"Sterling and Wilson Renewable Energy Limited has informed the Exchange regarding a press release dated January 18, 2024, titled ""Sterling and Wilson Renewable Energy closing Q3FY24 with five marquee project wins totalling over INR 2,400 crore"".",https://nsearchives.nseindia.com/corporate/SWSOLAR_18012024134527_PressRelease_Final.pdf,True,24000000000.0,unclear
NSE-equities,ASHOKLEY,Ashok Leyland Limited,INE208A01029,Automobiles - 4 Wheelers,Press Release,2024-01-18 13:04:37,"Ashok Leyland Limited has informed the Exchange regarding a press release dated January 18, 2024, titled ""Ashok Leyland bags order for 1225 Buses from Karnataka State Transport Undertakings"".",https://nsearchives.nseindia.com/corporate/ASHOKLEY_18012024130437_42KSRTCorder.pdf,True,,govt
NSE-equities,SATIN,Satin Creditcare Network Limited,INE836B01017,,Press Release,2024-01-18 11:50:40,"Satin Creditcare Network Limited has informed the Exchange regarding a press release dated January 18, 2024, titled ""Satin Creditcare Awarded Gold in Client Protection Certification"".",https://nsearchives.nseindia.com/corporate/SATIN_18012024115040_SCNL_Intimation.pdf,False,,unclear
NSE-equities,WELCORP,Welspun Corp Limited,INE191B01025,Steel And Steel Products,Updates,2024-01-18 08:42:37,"Welspun Corp Limited has informed the Exchange regarding 'Welspun Corp associate company EPIC, KSA bags orders worth SAR 1.32 Bn (~Rs3,000 crore)'.",https://nsearchives.nseindia.com/corporate/WELCORP_18012024084237_DisclosureRegulation30_01.pdf,True,30000000000.0,unclear
NSE-equities,MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,,Memorandum of Understanding/Agreements,2024-01-18 07:12:03,"Samvardhana Motherson International Limited has informed the Exchange about execution of Securities Subscription Agreement, Shareholders Agreement and Technology Support Agreement.",https://nsearchives.nseindia.com/corporate/MOTHERSON_18012024071203_Disclosure.pdf,False,,unclear
NSE-equities,SHRIRAMFIN,Shriram Finance Limited,INE721A01013,,Updates,2024-01-17 23:59:12,"Shriram Finance Limited has informed the Exchange regarding 'Intimation in connection with pricing of Senior Secured Notes to be issued under USD 3,500,000,000 Global Medium Term Note Programme'.",https://nsearchives.nseindia.com/corporate/SHRIRAMFIN_17012024235913_NSBSEIntimationforpricingforissuanceofNotes17Jan24.pdf,False,,unclear
NSE-equities,RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,,Updates,2024-01-17 18:58:32,Railtel Corporation Of India Limited has informed the Exchange regarding 'Reciept of work order'.,https://nsearchives.nseindia.com/corporate/RAILTEL_17012024185832_Signed170124workorder.pdf,True,,unclear
NSE-equities,UNIPARTS,Uniparts India Limited,INE244O01017,,Updates,2024-01-17 18:47:41,Uniparts India Limited has informed the Exchange regarding 'Intimation of receipt of Award'.,https://nsearchives.nseindia.com/corporate/UNIPARTS_17012024184741_StockExchangeIntimation.pdf,False,,unclear
NSE-equities,BLBLIMITED,BLB Limited,INE791A01024,Finance,Disclosure of material issue,2024-01-17 18:13:53,"BLB Limited has informed regarding Disclosure under Regulation 30(2) and 30A of SEBI (LODR) Regulations, 2015 w.r.t the execution of Share Sale and Purchase Agreement by the Promoter of the Company",https://nsearchives.nseindia.com/corporate/BLBLIMITED_17012024181353_DisclosureSPA.pdf,False,,unclear
NSE-equities,GRINDWELL,Grindwell Norton Limited,INE536A01023,Abrasives,Updates,2024-01-17 18:07:42,"Grindwell Norton Limited has informed the Exchange regarding 'Further to our disclosure dated December 22, 2023, we would like to submit that the Company hasexecuted Shareholders Agreement and Share Issue Agreement with Advanced Synthetic Minerals Private Limited ( ASM"") on January 17, 2024, to hold 49% of equity share capital of ASM.'.",https://nsearchives.nseindia.com/corporate/GRINDWELL_17012024180742_Regulation_30_ASM_17_01_2024.pdf,False,,unclear
